Name: CCTV9-纪录, URL: http://58.57.40.22:9901/tsfile/live/1009_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-临沂, ISP: 电信, Date: None, Delay: 5366 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV9-纪录, URL: rtsp://115.153.254.81/PLTV/88888888/224/3221226840/59814699.smil, IPv_Type: ipv4, Location: 中国-江西-宜春, ISP: 电信, Date: None, Delay: 5005 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV9-纪录, URL: http://124.116.183.146:9901/tsfile/live/0009_1.m3u8, IPv_Type: ipv4, Location: 中国-陕西-咸阳, ISP: 电信, Date: None, Delay: 5591 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV10-科教, URL: http://ygbh.site/php/bfgd.php?id=129, IPv_Type: ipv4, Location: 美国-加利福尼亚州, ISP: , Date: None, Delay: 5341 ms, Speed: 0.76 M/s, Resolution: None
Name: CCTV10-科教, URL: http://220.169.100.41:10087/udp/239.76.246.160:1234, IPv_Type: ipv4, Location: 中国-湖南-怀化, ISP: 电信, Date: None, Delay: 1452 ms, Speed: 0.68 M/s, Resolution: None
Name: CCTV10-科教, URL: http://220.169.100.41:10087/udp/239.76.253.160:9000, IPv_Type: ipv4, Location: 中国-湖南-怀化, ISP: 电信, Date: None, Delay: 1452 ms, Speed: 0.68 M/s, Resolution: None
Name: CCTV10-科教, URL: http://183.223.157.33:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-广安, ISP: 移动, Date: None, Delay: 5708 ms, Speed: 0.23 M/s, Resolution: 1920x1080
Name: CCTV10-科教, URL: http://sh.lnott.top:880/dx10.m3u8, IPv_Type: ipv4, Location: 中国-辽宁-鞍山, ISP: 移动, Date: None, Delay: 5345 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV10-科教, URL: http://39.164.160.249:9901/tsfile/live/0010_1.m3u8, IPv_Type: ipv4, Location: 中国-河南-周口, ISP: 移动, Date: None, Delay: 5194 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: CCTV10-科教, URL: http://113.15.109.216:59901/tsfile/live/0010_1.m3u8, IPv_Type: ipv4, Location: 中国-广西-河池, ISP: 电信, Date: None, Delay: 5378 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV10-科教, URL: http://113.15.109.216:59901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广西-河池, ISP: 电信, Date: None, Delay: 5378 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV10-科教, URL: http://www.cdnstv.com:6398/hls/10/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 5643 ms, Speed: 0.09 M/s, Resolution: None
Name: CCTV10-科教, URL: http://111.14.181.15:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-山东, ISP: 移动, Date: None, Delay: 5554 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV10-科教, URL: http://1.195.131.69:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-河南-濮阳, ISP: 电信, Date: None, Delay: 5234 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV10-科教, URL: http://1.197.251.119:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-河南-漯河, ISP: 电信, Date: None, Delay: 5295 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV10-科教, URL: http://116.9.204.242:9901/tsfile/live/0010_1.m3u8, IPv_Type: ipv4, Location: 中国-广西-贺州, ISP: 电信, Date: None, Delay: 5255 ms, Speed: 0.05 M/s, Resolution: 720x576
Name: CCTV10-科教, URL: http://116.9.204.242:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广西-贺州, ISP: 电信, Date: None, Delay: 5255 ms, Speed: 0.05 M/s, Resolution: 720x576
Name: CCTV10-科教, URL: http://home.l-ht.cn:4000/rtp/239.77.1.113:5146, IPv_Type: ipv4, Location: 中国-广东-汕头, ISP: 电信, Date: None, Delay: 405 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV10-科教, URL: http://183.11.239.36:808/hls/28/index.m3u8, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 5654 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV10-科教, URL: http://182.150.23.74:808/hls/10/index.m3u8, IPv_Type: ipv4, Location: 中国-四川-成都, ISP: 电信, Date: None, Delay: 5895 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV10-科教, URL: http://n1.gzbody.com:85/rtp/239.77.0.134:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV10-科教, URL: http://n1.gzbody.com:85/rtp/239.77.1.113:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV10-科教, URL: http://n1.gzbody.com:85/rtp/239.77.0.39:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV10-科教, URL: http://1b6467f415.iok.la:9931/tsfile/live/1030_1.m3u8, IPv_Type: ipv4, Location: 中国-广东, ISP: 移动, Date: None, Delay: 5807 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV10-科教, URL: http://59.35.185.47:8188/udp/239.77.0.134:5146, IPv_Type: ipv4, Location: 中国-广东-潮州, ISP: 电信, Date: None, Delay: 389 ms, Speed: 0.00 M/s, Resolution: 0x0
Name: CCTV10-科教, URL: http://171.15.18.199:8180/TV00000000000000000010@HHZT, IPv_Type: ipv4, Location: 中国-河南-漯河, ISP: 电信, Date: None, Delay: 447 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV10-科教, URL: http://58.57.40.22:9901/tsfile/live/1010_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-临沂, ISP: 电信, Date: None, Delay: 5366 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV10-科教, URL: rtsp://115.153.254.81/PLTV/88888888/224/3221226630/51813372.smil, IPv_Type: ipv4, Location: 中国-江西-宜春, ISP: 电信, Date: None, Delay: 5005 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://39.137.75.230/000000001000/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=no, IPv_Type: ipv4, Location: 中国-青海, ISP: 移动, Date: None, Delay: 5749 ms, Speed: 1.17 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://39.137.75.230/000000001000/1000000005000265011/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=no, IPv_Type: ipv4, Location: 中国-青海, ISP: 移动, Date: None, Delay: 5749 ms, Speed: 1.17 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://ygbh.site/php/bfgd.php?id=130, IPv_Type: ipv4, Location: 美国-加利福尼亚州, ISP: , Date: None, Delay: 5341 ms, Speed: 0.76 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://220.169.100.41:10087/udp/239.76.245.251:1234, IPv_Type: ipv4, Location: 中国-湖南-怀化, ISP: 电信, Date: None, Delay: 1452 ms, Speed: 0.68 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://218.89.240.144:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-成都, ISP: 电信, Date: None, Delay: 5656 ms, Speed: 0.23 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://183.223.157.33:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-广安, ISP: 移动, Date: None, Delay: 5708 ms, Speed: 0.23 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://sh.lnott.top:880/dx11.m3u8, IPv_Type: ipv4, Location: 中国-辽宁-鞍山, ISP: 移动, Date: None, Delay: 5345 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://39.164.160.249:9901/tsfile/live/0011_1.m3u8, IPv_Type: ipv4, Location: 中国-河南-周口, ISP: 移动, Date: None, Delay: 5194 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://113.25.252.226:9901/tsfile/live/0011_1.m3u8, IPv_Type: ipv4, Location: 中国-山西, ISP: 电信, Date: None, Delay: 5197 ms, Speed: 0.11 M/s, Resolution: 720x576
Name: CCTV11-戏曲, URL: http://113.25.252.226:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-山西, ISP: 电信, Date: None, Delay: 5197 ms, Speed: 0.11 M/s, Resolution: 720x576
Name: CCTV11-戏曲, URL: http://113.15.109.216:59901/tsfile/live/0011_1.m3u8, IPv_Type: ipv4, Location: 中国-广西-河池, ISP: 电信, Date: None, Delay: 5378 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV11-戏曲, URL: http://113.15.109.216:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广西-河池, ISP: 电信, Date: None, Delay: 5378 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV11-戏曲, URL: http://www.cdnstv.com:6398/hls/11/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 5643 ms, Speed: 0.09 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://111.14.181.15:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-山东, ISP: 移动, Date: None, Delay: 5554 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://111.14.181.15:9901/tsfile/live/0011_1.m3u8, IPv_Type: ipv4, Location: 中国-山东, ISP: 移动, Date: None, Delay: 5554 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://1.195.131.69:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-河南-濮阳, ISP: 电信, Date: None, Delay: 5234 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://1.197.251.119:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-河南-漯河, ISP: 电信, Date: None, Delay: 5295 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://116.9.204.242:9901/tsfile/live/0011_1.m3u8, IPv_Type: ipv4, Location: 中国-广西-贺州, ISP: 电信, Date: None, Delay: 5255 ms, Speed: 0.05 M/s, Resolution: 720x576
Name: CCTV11-戏曲, URL: http://116.9.204.242:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广西-贺州, ISP: 电信, Date: None, Delay: 5255 ms, Speed: 0.05 M/s, Resolution: 720x576
Name: CCTV11-戏曲, URL: http://home.l-ht.cn:4000/rtp/239.77.1.108:5146, IPv_Type: ipv4, Location: 中国-广东-汕头, ISP: 电信, Date: None, Delay: 405 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://183.11.239.36:808/hls/29/index.m3u8, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 5654 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://61.136.172.236:9901/tsfile/live/0011_1.m3u8, IPv_Type: ipv4, Location: 中国-湖北-黄石, ISP: 电信, Date: None, Delay: 5707 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://61.136.172.236:9901/tsfile/live/0011_1.m3u8, IPv_Type: ipv4, Location: 中国-湖北-黄石, ISP: 电信, Date: None, Delay: 5707 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://n1.gzbody.com:85/rtp/239.77.1.42:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://n1.gzbody.com:85/rtp/239.77.1.108:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://n1.gzbody.com:85/rtp/239.77.1.238:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://n1.gzbody.com:85/rtp/239.77.0.40:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV11-戏曲, URL: http://1b6467f415.iok.la:9931/tsfile/live/1031_1.m3u8, IPv_Type: ipv4, Location: 中国-广东, ISP: 移动, Date: None, Delay: 5807 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://59.35.185.47:8188/udp/239.77.1.238:5146, IPv_Type: ipv4, Location: 中国-广东-潮州, ISP: 电信, Date: None, Delay: 389 ms, Speed: 0.00 M/s, Resolution: 0x0
Name: CCTV11-戏曲, URL: http://171.15.18.199:8180/TV00000000000000000011@HHZT, IPv_Type: ipv4, Location: 中国-河南-漯河, ISP: 电信, Date: None, Delay: 447 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://58.57.40.22:9901/tsfile/live/1011_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-临沂, ISP: 电信, Date: None, Delay: 5366 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV11-戏曲, URL: rtsp://115.153.254.81/PLTV/88888888/224/3221226986/85722616.smil, IPv_Type: ipv4, Location: 中国-江西-宜春, ISP: 电信, Date: None, Delay: 5005 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV11-戏曲, URL: http://3501776.xyz:35455/itv/1000000005000265011.m3u8?cdn=ystenlive, IPv_Type: ipv4, Location: 中国-江苏-淮安, ISP: 电信, Date: None, Delay: 222 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://ygbh.site/php/bfgd.php?id=131, IPv_Type: ipv4, Location: 美国-加利福尼亚州, ISP: , Date: None, Delay: 5341 ms, Speed: 0.76 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://220.169.100.41:10087/udp/239.76.253.162:9000, IPv_Type: ipv4, Location: 中国-湖南-怀化, ISP: 电信, Date: None, Delay: 1452 ms, Speed: 0.68 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://218.89.240.144:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-成都, ISP: 电信, Date: None, Delay: 5656 ms, Speed: 0.23 M/s, Resolution: 1920x1080
Name: CCTV12-社会与法, URL: http://183.223.157.33:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-广安, ISP: 移动, Date: None, Delay: 5708 ms, Speed: 0.23 M/s, Resolution: 1920x1080
Name: CCTV12-社会与法, URL: http://sh.lnott.top:880/dx12.m3u8, IPv_Type: ipv4, Location: 中国-辽宁-鞍山, ISP: 移动, Date: None, Delay: 5345 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://39.164.160.249:9901/tsfile/live/0012_1.m3u8, IPv_Type: ipv4, Location: 中国-河南-周口, ISP: 移动, Date: None, Delay: 5194 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: CCTV12-社会与法, URL: http://113.15.109.216:59901/tsfile/live/0012_1.m3u8, IPv_Type: ipv4, Location: 中国-广西-河池, ISP: 电信, Date: None, Delay: 5378 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV12-社会与法, URL: http://113.15.109.216:59901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广西-河池, ISP: 电信, Date: None, Delay: 5378 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV12-社会与法, URL: http://www.cdnstv.com:6398/hls/12/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 5643 ms, Speed: 0.09 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://111.14.181.15:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-山东, ISP: 移动, Date: None, Delay: 5554 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV12-社会与法, URL: http://1.195.131.69:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-河南-濮阳, ISP: 电信, Date: None, Delay: 5234 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://116.9.204.242:9901/tsfile/live/0012_1.m3u8, IPv_Type: ipv4, Location: 中国-广西-贺州, ISP: 电信, Date: None, Delay: 5255 ms, Speed: 0.05 M/s, Resolution: 720x576
Name: CCTV12-社会与法, URL: http://116.9.204.242:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广西-贺州, ISP: 电信, Date: None, Delay: 5255 ms, Speed: 0.05 M/s, Resolution: 720x576
Name: CCTV12-社会与法, URL: http://112.46.85.60:8009/hls/507/index.m3u8, IPv_Type: ipv4, Location: 中国-陕西-咸阳, ISP: 移动, Date: None, Delay: 5673 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://home.l-ht.cn:4000/rtp/239.77.1.109:5146, IPv_Type: ipv4, Location: 中国-广东-汕头, ISP: 电信, Date: None, Delay: 405 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV12-社会与法, URL: http://183.11.239.36:808/hls/30/index.m3u8, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 5654 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://n1.gzbody.com:85/rtp/239.77.0.136:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV12-社会与法, URL: http://n1.gzbody.com:85/rtp/239.77.1.109:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV12-社会与法, URL: http://n1.gzbody.com:85/rtp/239.77.0.41:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV12-社会与法, URL: http://1b6467f415.iok.la:9931/tsfile/live/1032_1.m3u8, IPv_Type: ipv4, Location: 中国-广东, ISP: 移动, Date: None, Delay: 5807 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://59.35.185.47:8188/udp/239.77.0.136:5146, IPv_Type: ipv4, Location: 中国-广东-潮州, ISP: 电信, Date: None, Delay: 389 ms, Speed: 0.00 M/s, Resolution: 0x0
Name: CCTV12-社会与法, URL: http://171.15.18.199:8180/TV00000000000000000012@HHZT, IPv_Type: ipv4, Location: 中国-河南-漯河, ISP: 电信, Date: None, Delay: 447 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV12-社会与法, URL: rtsp://115.153.254.81/PLTV/88888888/224/3221226829/59814709.smil, IPv_Type: ipv4, Location: 中国-江西-宜春, ISP: 电信, Date: None, Delay: 5005 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV12-社会与法, URL: http://58.57.40.22:9901/tsfile/live/1012_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-临沂, ISP: 电信, Date: None, Delay: 5366 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13-新闻, URL: https://event.pull.hebtv.com/jishi/cp1.m3u8, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 2879 ms, Speed: 1.27 M/s, Resolution: None
Name: CCTV13-新闻, URL: https://event.pull.hebtv.com/jishi/cp1.m3u8, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 2879 ms, Speed: 1.27 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8, IPv_Type: ipv4, Location: 中国-上海-上海, ISP: 电信, Date: None, Delay: 2565 ms, Speed: 1.00 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8, IPv_Type: ipv4, Location: 中国-上海-上海, ISP: 电信, Date: None, Delay: 2565 ms, Speed: 1.00 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://ygbh.site/php/bfgd.php?id=067, IPv_Type: ipv4, Location: 美国-加利福尼亚州, ISP: , Date: None, Delay: 5341 ms, Speed: 0.76 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://220.169.100.41:10087/udp/239.76.246.93:1234, IPv_Type: ipv4, Location: 中国-湖南-怀化, ISP: 电信, Date: None, Delay: 1452 ms, Speed: 0.68 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://220.169.100.41:10087/udp/239.76.253.93:9000, IPv_Type: ipv4, Location: 中国-湖南-怀化, ISP: 电信, Date: None, Delay: 1452 ms, Speed: 0.68 M/s, Resolution: None
Name: CCTV13-新闻, URL: https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 1641 ms, Speed: 0.26 M/s, Resolution: None
Name: CCTV13-新闻, URL: https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 1641 ms, Speed: 0.26 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://218.89.240.144:59901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-成都, ISP: 电信, Date: None, Delay: 5656 ms, Speed: 0.23 M/s, Resolution: 1920x1080
Name: CCTV13-新闻, URL: http://183.223.157.33:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-四川-广安, ISP: 移动, Date: None, Delay: 5708 ms, Speed: 0.23 M/s, Resolution: 1920x1080
Name: CCTV13-新闻, URL: http://sh.lnott.top:880/dx13.m3u8, IPv_Type: ipv4, Location: 中国-辽宁-鞍山, ISP: 移动, Date: None, Delay: 5345 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://183.215.134.239:19901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-湖南-长沙, ISP: 移动, Date: None, Delay: 5897 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://113.15.109.216:59901/tsfile/live/0013_1.m3u8, IPv_Type: ipv4, Location: 中国-广西-河池, ISP: 电信, Date: None, Delay: 5378 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV13-新闻, URL: http://113.15.109.216:59901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广西-河池, ISP: 电信, Date: None, Delay: 5378 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV13-新闻, URL: http://www.cdnstv.com:6398/hls/13/index.m3u8, IPv_Type: ipv4, Location: 中国-河南-平顶山, ISP: 电信, Date: None, Delay: 5643 ms, Speed: 0.09 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://111.14.181.15:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-山东, ISP: 移动, Date: None, Delay: 5554 ms, Speed: 0.09 M/s, Resolution: 1920x1080
Name: CCTV13-新闻, URL: http://1.195.131.69:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-河南-濮阳, ISP: 电信, Date: None, Delay: 5234 ms, Speed: 0.08 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://116.9.204.242:9901/tsfile/live/0013_1.m3u8, IPv_Type: ipv4, Location: 中国-广西-贺州, ISP: 电信, Date: None, Delay: 5255 ms, Speed: 0.05 M/s, Resolution: 720x576
Name: CCTV13-新闻, URL: http://116.9.204.242:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0, IPv_Type: ipv4, Location: 中国-广西-贺州, ISP: 电信, Date: None, Delay: 5255 ms, Speed: 0.05 M/s, Resolution: 720x576
Name: CCTV13-新闻, URL: http://home.l-ht.cn:4000/rtp/239.77.0.188:5146, IPv_Type: ipv4, Location: 中国-广东-汕头, ISP: 电信, Date: None, Delay: 405 ms, Speed: 0.02 M/s, Resolution: 1920x1080
Name: CCTV13-新闻, URL: http://183.11.239.36:808/hls/31/index.m3u8, IPv_Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Date: None, Delay: 5654 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://61.136.172.236:9901/tsfile/live/0013_1.m3u8, IPv_Type: ipv4, Location: 中国-湖北-黄石, ISP: 电信, Date: None, Delay: 5707 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://n1.gzbody.com:85/rtp/239.77.0.188:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV13-新闻, URL: http://n1.gzbody.com:85/rtp/239.253.43.196:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV13-新闻, URL: http://n1.gzbody.com:85/rtp/239.77.0.42:5146, IPv_Type: ipv6, Location: 中国, ISP: 中国电信, Date: None, Delay: 399 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV13-新闻, URL: http://1b6467f415.iok.la:9931/tsfile/live/1033_1.m3u8, IPv_Type: ipv4, Location: 中国-广东, ISP: 移动, Date: None, Delay: 5807 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://59.35.185.47:8188/udp/239.253.43.196:5146, IPv_Type: ipv4, Location: 中国-广东-潮州, ISP: 电信, Date: None, Delay: 389 ms, Speed: 0.00 M/s, Resolution: 0x0
Name: CCTV13-新闻, URL: http://171.15.18.199:8180/TV00000000000000000013@HHZT, IPv_Type: ipv4, Location: 中国-河南-漯河, ISP: 电信, Date: None, Delay: 447 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13-新闻, URL: http://58.57.40.22:9901/tsfile/live/1013_1.m3u8, IPv_Type: ipv4, Location: 中国-山东-临沂, ISP: 电信, Date: None, Delay: 5366 ms, Speed: 0.00 M/s, Resolution: None
