🕘️更新时间,#genre#
CCTV5+-体育赛事,http://n1.gzbody.com:85/rtp/239.77.1.31:5146
CCTV5+-体育赛事,http://n1.gzbody.com:85/rtp/239.77.0.87:5146
CCTV6-电影,http://n1.gzbody.com:85/rtp/239.77.1.9:5146
CCTV6-电影,http://n1.gzbody.com:85/rtp/239.77.0.35:5146
CCTV7-国防军事,http://n1.gzbody.com:85/rtp/239.77.1.159:5146
CCTV7-国防军事,http://n1.gzbody.com:85/rtp/239.77.0.36:5146
CCTV8-电视剧,http://n1.gzbody.com:85/rtp/239.77.1.10:5146
CCTV8-电视剧,http://n1.gzbody.com:85/rtp/239.77.0.37:5146
CCTV9-纪录,http://n1.gzbody.com:85/rtp/239.77.1.160:5146
CCTV9-纪录,http://n1.gzbody.com:85/rtp/239.77.0.38:5146
CCTV10-科教,http://n1.gzbody.com:85/rtp/239.77.1.113:5146
CCTV10-科教,http://n1.gzbody.com:85/rtp/239.77.0.39:5146
CCTV11-戏曲,http://n1.gzbody.com:85/rtp/239.77.1.42:5146
CCTV11-戏曲,http://n1.gzbody.com:85/rtp/239.77.1.108:5146
CCTV11-戏曲,http://n1.gzbody.com:85/rtp/239.77.1.238:5146
CCTV11-戏曲,http://n1.gzbody.com:85/rtp/239.77.0.40:5146
CCTV12-社会与法,http://n1.gzbody.com:85/rtp/239.77.1.109:5146
CCTV12-社会与法,http://n1.gzbody.com:85/rtp/239.77.0.41:5146
CCTV13-新闻,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV13-新闻,https://ldncctvwbcdcnc.v.wscdns.com/ldncctvwbcd/cdrmldcctv13_1/index.m3u8
CCTV13-新闻,http://n1.gzbody.com:85/rtp/239.253.43.196:5146
CCTV13-新闻,http://n1.gzbody.com:85/rtp/239.77.0.42:5146
CCTV14-少儿,https://event.pull.hebtv.com/jishi/cp2.m3u8
CCTV14-少儿,http://n1.gzbody.com:85/rtp/239.77.1.161:5146
CCTV14-少儿,http://n1.gzbody.com:85/rtp/239.77.0.43:5146
CCTV15-音乐,http://n1.gzbody.com:85/rtp/239.77.1.11:5146
CCTV15-音乐,http://n1.gzbody.com:85/rtp/239.77.1.120:5146
CCTV15-音乐,http://n1.gzbody.com:85/rtp/239.77.1.239:5146
CCTV15-音乐,http://n1.gzbody.com:85/rtp/239.77.0.44:5146
CCTV16-奥林匹克,http://n1.gzbody.com:85/rtp/239.77.0.165:5146
CCTV17-农业农村,http://n1.gzbody.com:85/rtp/239.77.0.198:5146
CCTV17-农业农村,http://n1.gzbody.com:85/rtp/239.77.1.121:5146
CCTV17-农业农村,http://n1.gzbody.com:85/rtp/239.77.0.115:5146
CCTV-4K,http://n1.gzbody.com:85/rtp/239.77.0.174:5146
CCTV-4K,http://n1.gzbody.com:85/rtp/239.77.0.194:5146
CCTV-4K,http://n1.gzbody.com:85/rtp/239.77.1.180:5146
文化精品,http://n1.gzbody.com:85/rtp/239.253.43.13:5146
文化精品,http://n1.gzbody.com:85/rtp/239.253.43.27:5146
风云音乐,http://n1.gzbody.com:85/rtp/239.253.43.6:5146
风云音乐,http://n1.gzbody.com:85/rtp/239.253.43.29:5146
第一剧场,http://n1.gzbody.com:85/rtp/239.253.43.15:5146
第一剧场,http://n1.gzbody.com:85/rtp/239.253.43.28:5146
风云剧场,http://n1.gzbody.com:85/rtp/239.253.43.16:5146
风云剧场,http://n1.gzbody.com:85/rtp/239.253.43.26:5146
怀旧剧场,http://n1.gzbody.com:85/rtp/239.253.43.5:5146
怀旧剧场,http://n1.gzbody.com:85/rtp/239.253.43.25:5146
女性时尚,http://n1.gzbody.com:85/rtp/239.253.43.8:5146
女性时尚,http://n1.gzbody.com:85/rtp/239.253.43.23:5146
高尔夫网球,http://n1.gzbody.com:85/rtp/239.253.43.12:5146
高尔夫网球,http://n1.gzbody.com:85/rtp/239.253.43.22:5146
风云足球,http://n1.gzbody.com:85/rtp/239.253.43.14:5146
风云足球,http://n1.gzbody.com:85/rtp/239.253.43.20:5146
世界地理,http://n1.gzbody.com:85/rtp/239.253.43.7:5146
世界地理,http://n1.gzbody.com:85/rtp/239.253.43.24:5146
兵器科技,http://n1.gzbody.com:85/rtp/239.253.43.9:5146
兵器科技,http://n1.gzbody.com:85/rtp/239.253.43.18:5146

卫视,#genre#
浙江卫视,http://n1.gzbody.com:85/rtp/239.77.0.89:5146
浙江卫视,http://n1.gzbody.com:85/rtp/239.77.1.33:5146
江苏卫视,http://n1.gzbody.com:85/rtp/239.77.0.90:5146
江苏卫视,http://n1.gzbody.com:85/rtp/239.77.1.18:5146
湖南卫视,http://n1.gzbody.com:85/rtp/239.77.1.5:5146
湖南卫视,http://n1.gzbody.com:85/rtp/239.77.0.88:5146
北京卫视,http://n1.gzbody.com:85/rtp/239.77.1.4:5146
北京卫视,http://n1.gzbody.com:85/rtp/239.77.0.91:5146
北京卫视,http://n1.gzbody.com:85/rtp/239.77.1.151:5146
广东卫视,http://n1.gzbody.com:85/rtp/239.77.0.84:5146
广东卫视,http://n1.gzbody.com:85/rtp/239.77.0.166:5146
广东卫视,http://n1.gzbody.com:85/rtp/239.77.1.19:5146
广东卫视,http://n1.gzbody.com:85/rtp/239.77.1.152:5146
深圳卫视,http://n1.gzbody.com:85/rtp/239.77.1.3:5146
深圳卫视,http://n1.gzbody.com:85/rtp/239.77.0.92:5146
深圳卫视,http://n1.gzbody.com:85/rtp/239.77.0.130:5146
深圳卫视,http://n1.gzbody.com:85/rtp/239.77.1.107:5146
深圳卫视,http://n1.gzbody.com:85/rtp/239.77.1.148:5146
安徽卫视,http://n1.gzbody.com:85/rtp/239.77.1.92:5146
东方卫视,http://n1.gzbody.com:85/rtp/239.77.0.98:5146
东方卫视,http://n1.gzbody.com:85/rtp/239.77.1.218:5146
黑龙江卫视,http://n1.gzbody.com:85/rtp/239.77.0.124:5146
黑龙江卫视,http://n1.gzbody.com:85/rtp/239.77.1.6:5146
黑龙江卫视,http://n1.gzbody.com:85/rtp/239.77.1.179:5146
湖北卫视,http://n1.gzbody.com:85/rtp/239.77.0.95:5146
湖北卫视,http://n1.gzbody.com:85/rtp/239.77.1.93:5146
湖北卫视,http://n1.gzbody.com:85/rtp/239.77.1.174:5146
吉林卫视,http://n1.gzbody.com:85/rtp/239.77.0.150:5146
吉林卫视,http://n1.gzbody.com:85/rtp/239.77.1.111:5146
延边卫视,http://n1.gzbody.com:85/rtp/239.77.0.10:5146
延边卫视,http://n1.gzbody.com:85/rtp/239.77.1.99:5146
江西卫视,http://n1.gzbody.com:85/rtp/239.77.0.149:5146
江西卫视,http://n1.gzbody.com:85/rtp/239.77.1.219:5146
辽宁卫视,http://n1.gzbody.com:85/rtp/239.77.0.123:5146
辽宁卫视,http://n1.gzbody.com:85/rtp/239.77.1.103:5146
山东卫视,http://n1.gzbody.com:85/rtp/239.77.0.94:5146
山东卫视,http://n1.gzbody.com:85/rtp/239.77.1.142:5146
山东教育卫视,http://n1.gzbody.com:85/rtp/239.77.0.83:5146
山东教育卫视,http://n1.gzbody.com:85/rtp/239.77.1.35:5146
四川卫视,http://n1.gzbody.com:85/rtp/239.77.0.159:5146
四川卫视,http://n1.gzbody.com:85/rtp/239.77.1.215:5146
天津卫视,http://n1.gzbody.com:85/rtp/239.77.0.97:5146
天津卫视,http://n1.gzbody.com:85/rtp/239.77.1.141:5146
天津卫视,http://n1.gzbody.com:85/rtp/239.77.1.182:5146
重庆卫视,http://n1.gzbody.com:85/rtp/239.77.0.182:5146
重庆卫视,http://n1.gzbody.com:85/rtp/239.77.1.162:5146
云南卫视,http://n1.gzbody.com:85/rtp/239.253.43.37:5146
云南卫视,http://n1.gzbody.com:85/rtp/239.253.43.100:5146
新疆卫视,http://n1.gzbody.com:85/rtp/239.77.0.75:5146
新疆卫视,http://n1.gzbody.com:85/rtp/239.77.1.53:5146
西藏卫视,http://n1.gzbody.com:85/rtp/239.77.0.74:5146
西藏卫视,http://n1.gzbody.com:85/rtp/239.77.1.49:5146
陕西卫视,http://n1.gzbody.com:85/rtp/239.77.0.68:5146
陕西卫视,http://n1.gzbody.com:85/rtp/239.77.1.54:5146
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
山西卫视,http://n1.gzbody.com:85/rtp/239.77.0.69:5146
山西卫视,http://n1.gzbody.com:85/rtp/239.77.1.74:5146
青海卫视,http://n1.gzbody.com:85/rtp/239.77.1.70:5146
宁夏卫视,http://n1.gzbody.com:85/rtp/239.77.0.73:5146
宁夏卫视,http://n1.gzbody.com:85/rtp/239.77.1.47:5146
内蒙古卫视,http://n1.gzbody.com:85/rtp/239.77.0.70:5146
内蒙古卫视,http://n1.gzbody.com:85/rtp/239.77.1.55:5146
三沙卫视,http://n1.gzbody.com:85/rtp/239.77.1.117:5146
厦门卫视,http://n1.gzbody.com:85/rtp/239.77.0.96:5146
河南卫视,http://n1.gzbody.com:85/rtp/239.77.0.17:5146
河南卫视,http://n1.gzbody.com:85/rtp/239.77.1.229:5146
河北卫视,http://n1.gzbody.com:85/rtp/239.77.0.148:5146
河北卫视,http://n1.gzbody.com:85/rtp/239.77.1.214:5146
海南卫视,http://n1.gzbody.com:85/rtp/239.253.43.35:5146
海南卫视,http://n1.gzbody.com:85/rtp/239.253.43.101:5146
贵州卫视,http://n1.gzbody.com:85/rtp/239.77.0.230:5146
贵州卫视,http://n1.gzbody.com:85/rtp/239.77.1.221:5146
广西卫视,https://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8
广西卫视,https://hlscdn.liangtv.cn/live/0c4ef3a44b934cacb8b47121dfada66c/d7e04258157b480dae53883cc6f8123b.m3u8
广西卫视,http://n1.gzbody.com:85/rtp/239.77.0.139:5146
甘肃卫视,http://n1.gzbody.com:85/rtp/239.77.1.57:5146
东南卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
东南卫视,http://n1.gzbody.com:85/rtp/239.77.0.146:5146
东南卫视,http://n1.gzbody.com:85/rtp/239.77.1.104:5146
兵团卫视,http://n1.gzbody.com:85/rtp/239.77.0.77:5146
兵团卫视,http://n1.gzbody.com:85/rtp/239.77.1.80:5146
安多卫视,https://liveout.xntv.tv/a65jur/96iln2.m3u8
安多卫视,https://liveout.xntv.tv/a65jur/90p2i1.m3u8?zqinghd

广东,#genre#
广东体育,http://n1.gzbody.com:85/rtp/239.77.1.97:5146
广东体育,http://n1.gzbody.com:85/rtp/239.77.0.112:5146
广东体育,http://n1.gzbody.com:85/rtp/239.77.0.168:5146
广东经济科教,http://n1.gzbody.com:85/rtp/239.77.0.85:5146
大湾区卫视,http://n1.gzbody.com:85/rtp/239.77.1.12:5146
广东珠江,http://n1.gzbody.com:85/rtp/239.77.0.1:5146
广东珠江,http://n1.gzbody.com:85/rtp/239.77.0.114:5146
广东珠江,http://n1.gzbody.com:85/rtp/239.77.1.94:5146
广东新闻,http://n1.gzbody.com:85/rtp/239.77.0.173:5146
广东民生,http://n1.gzbody.com:85/rtp/239.77.0.225:5146
广东影视,http://n1.gzbody.com:85/rtp/239.77.0.217:5146
广东移动,http://n1.gzbody.com:85/rtp/239.77.0.20:5146
广东少儿,http://n1.gzbody.com:85/rtp/239.77.0.250:5146
嘉佳卡通,http://n1.gzbody.com:85/rtp/239.77.1.15:5146
嘉佳卡通,http://n1.gzbody.com:85/rtp/239.77.0.179:5146
金鹰卡通,http://n1.gzbody.com:85/rtp/239.77.1.52:5146

港·台,#genre#
凤凰中文,http://www.terrykang.cn:5678/sxg.php?id=test1_4000
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000

体育,#genre#
CCTV-5,http://n1.gzbody.com:85/rtp/239.77.1.8:5146
CCTV-5,http://n1.gzbody.com:85/rtp/239.77.0.34:5146
CCTV-5+,http://n1.gzbody.com:85/rtp/239.77.1.31:5146
CCTV-5+,http://n1.gzbody.com:85/rtp/239.77.0.87:5146
风云足球,http://n1.gzbody.com:85/rtp/239.253.43.14:5146
风云足球,http://n1.gzbody.com:85/rtp/239.253.43.20:5146
广东体育,http://n1.gzbody.com:85/rtp/239.77.1.97:5146
广东体育,http://n1.gzbody.com:85/rtp/239.77.0.112:5146
广东体育,http://n1.gzbody.com:85/rtp/239.77.0.168:5146
